,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_gamma1,params_gamma2,params_gamma3,state
18,18,-0.3136868791694436,2020-07-12 05:27:59.788344,2020-07-12 05:34:26.191645,0 days 00:06:26.403301000,0.13525889284524806,0.1269755191111392,0.811894997928331,0.2083447586400767,0.982405992188425,COMPLETE
19,19,-0.31701900943439176,2020-07-12 05:34:26.192137,2020-07-12 05:42:17.789300,0 days 00:07:51.597163000,0.19036481907837421,0.21932109536057198,0.6526126288488379,0.11461668128153232,0.586189140673576,COMPLETE
20,20,-0.31420771190168656,2020-07-12 05:42:17.790149,2020-07-12 05:48:43.909876,0 days 00:06:26.119727000,0.08609057232971586,0.24827597365332144,0.6338562025387334,0.2994536562688948,0.5635752259838501,COMPLETE
21,21,-0.3163482984397671,2020-07-12 05:48:43.910450,2020-07-12 05:56:45.813958,0 days 00:08:01.903508000,0.19083894736434392,0.1337933835675703,0.8783613575715102,0.11108195144123119,0.7684653230419535,COMPLETE
22,22,-0.31682227524123296,2020-07-12 05:56:45.814605,2020-07-12 06:04:46.501713,0 days 00:08:00.687108000,0.21355453869047128,0.2122935201685616,0.6397106067008655,0.010873354807667393,0.601936381940868,COMPLETE
23,23,-0.31290261896220606,2020-07-12 06:04:46.502302,2020-07-12 06:11:15.603822,0 days 00:06:29.101520000,0.1600731473986132,0.21277116550218675,0.6295296644906345,0.15110558519562284,0.4725323362795461,COMPLETE
24,24,-0.31616651345510605,2020-07-12 06:11:15.604397,2020-07-12 06:19:35.493136,0 days 00:08:19.888739000,0.391760760682608,0.4897176906303811,0.4218124725042429,0.03249538244181747,0.5996638892513683,COMPLETE
25,25,-0.3145805225384269,2020-07-12 06:19:35.494007,2020-07-12 06:27:40.900665,0 days 00:08:05.406658000,0.2332481784908199,0.2045479224635515,0.7098254801047924,0.2741239773377925,0.42354909869932095,COMPLETE
26,26,-0.31359391694638256,2020-07-12 06:27:40.901224,2020-07-12 06:34:08.209482,0 days 00:06:27.308258000,0.11013900135279073,0.3832738922714942,0.5948945633189391,0.42900572421674943,0.8733829967778433,COMPLETE
27,27,-0.3144813955331415,2020-07-12 06:34:08.210047,2020-07-12 06:39:00.547044,0 days 00:04:52.336997000,0.004130305953445518,0.0465751826005682,0.4280182818121818,0.15970157706411148,0.4738464262267207,COMPLETE
