,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_gamma1,params_gamma2,params_gamma3,state
26,26,-0.20528645310290222,2020-08-21 22:13:31.663699,2020-08-21 22:27:11.775092,0 days 00:13:40.111393000,0.23031662866235258,0.44785283814004073,0.0810891751316252,0.6777895741760906,0.0778702725121399,COMPLETE
27,27,-0.19296091320740122,2020-08-21 22:27:11.775546,2020-08-21 22:38:13.989045,0 days 00:11:02.213499000,0.15260690067376095,0.3025244687518287,0.07851520096905162,0.5663875897748952,0.5063997154205515,COMPLETE
28,28,-0.1806191434724056,2020-08-21 22:38:13.989487,2020-08-21 22:46:52.763635,0 days 00:08:38.774148000,0.0485368793354618,0.37261180111643,0.20528374702539876,0.7961472963362624,0.16325506914056126,COMPLETE
29,29,-0.193269687660935,2020-08-21 22:46:52.764136,2020-08-21 23:00:36.899371,0 days 00:13:44.135235000,0.2544190919858039,0.24480749346108252,0.5582952141281973,0.9882869842819175,0.3596564669806577,COMPLETE
30,30,-0.19686949122891206,2020-08-21 23:00:36.899840,2020-08-21 23:11:30.553498,0 days 00:10:53.653658000,0.10362704022330686,0.4958296158328716,0.37866055379293817,0.3276645706025205,0.26992772132184983,COMPLETE
31,31,-0.21528933400012085,2020-08-21 23:11:30.553947,2020-08-21 23:25:33.659390,0 days 00:14:03.105443000,0.1773299090258361,0.46182170685406276,0.011835237755887018,0.47791396377682976,0.22729157449190027,COMPLETE
32,32,-0.21002020098549937,2020-08-21 23:25:33.659846,2020-08-21 23:38:56.111946,0 days 00:13:22.452100000,0.17496323349974793,0.4572797877515017,0.02104177018625204,0.461302101091997,0.04426536874137019,COMPLETE
33,33,-0.19837845443650198,2020-08-21 23:38:56.112423,2020-08-21 23:53:59.204379,0 days 00:15:03.091956000,0.28237584640426716,0.4144645074155274,0.7328687783426523,0.5854280238969921,0.20655432695079934,COMPLETE
34,34,-0.19736887420861066,2020-08-21 23:53:59.204898,2020-08-22 00:05:02.555891,0 days 00:11:03.350993000,0.13470491619799538,0.46412973315324124,0.12060017961577632,0.5085856140818052,0.3359108782574795,COMPLETE
35,35,-0.20596370483244286,2020-08-22 00:05:02.556340,2020-08-22 00:18:35.658430,0 days 00:13:33.102090000,0.22263337112598913,0.49772048580237693,0.05804320782245465,0.40190871967167724,0.40877353777815384,COMPLETE
36,36,-0.18657453067602425,2020-08-22 00:18:35.658894,2020-08-22 00:27:15.124276,0 days 00:08:39.465382000,0.034906563108634964,0.4287028168712828,0.9985406860427475,0.2939752526779267,0.13987263430909214,COMPLETE
37,37,-0.19309033281424687,2020-08-22 00:27:15.124739,2020-08-22 00:38:15.803001,0 days 00:11:00.678262000,0.08139561595689514,0.38940991315804796,0.4768805115863394,0.6761805442735944,0.09831317551211358,COMPLETE
38,38,-0.20246358799811642,2020-08-22 00:38:15.803475,2020-08-22 00:52:01.931361,0 days 00:13:46.127886000,0.19108527244661522,0.472731296903685,0.15316715131633235,0.7919024272946036,0.3694521831052846,COMPLETE
39,39,-0.19436356020665813,2020-08-22 00:52:01.931873,2020-08-22 01:04:04.407167,0 days 00:12:02.475294000,0.1646210732313259,0.36205119899614124,0.2671207961081669,0.5192184142476115,0.49446509100206915,COMPLETE
40,40,-0.19591352514141466,2020-08-22 01:04:04.407630,2020-08-22 01:19:34.545219,0 days 00:15:30.137589000,0.3002565011093866,0.29808452864209856,0.6623537141028321,0.9365232275810846,0.04499526074803739,COMPLETE
41,41,-0.22450535640987554,2020-08-22 01:19:34.545701,2020-08-22 01:40:17.647725,0 days 00:20:43.102024000,0.43921779748313783,0.4871217787680262,0.0008005577519672158,0.06876246259678354,0.22113279730900434,COMPLETE
42,42,-0.21501157605136473,2020-08-22 01:40:17.648184,2020-08-22 01:59:47.826044,0 days 00:19:30.177860000,0.4231781589494863,0.47743453634743593,0.0035998236193449037,0.04027391561745308,0.22228241525545578,COMPLETE
43,43,-0.20316906878871677,2020-08-22 01:59:47.826595,2020-08-22 02:18:49.875208,0 days 00:19:02.048613000,0.43613859141916445,0.47728963372010613,0.12497613766291263,0.007869284779541505,0.24008456914839182,COMPLETE
44,44,-0.2032851375986121,2020-08-22 02:18:49.875655,2020-08-22 02:38:27.900561,0 days 00:19:38.024906000,0.4500719574820953,0.49470322857025395,0.05491926157301807,0.06439972289630808,0.19064893642932274,COMPLETE
45,45,-0.19931832647211062,2020-08-22 02:38:27.901017,2020-08-22 02:54:46.286558,0 days 00:16:18.385541000,0.3620523282983675,0.4308108671102579,0.12027451396792395,0.1904657517432073,0.3070933756927919,COMPLETE
46,46,-0.2011304966930575,2020-08-22 02:54:46.287012,2020-08-22 03:15:03.209586,0 days 00:20:16.922574000,0.42723152186663843,0.1057127535870869,0.0011228106093040327,0.08824540637947619,0.2254622566170273,COMPLETE
47,47,-0.20157967672049076,2020-08-22 03:15:03.210052,2020-08-22 03:33:19.573023,0 days 00:18:16.362971000,0.40900692267014305,0.46983302451973774,0.17437635296510942,0.14573460555591672,0.27123422838161304,COMPLETE
48,48,-0.20727272927414633,2020-08-22 03:33:19.573490,2020-08-22 03:49:46.426323,0 days 00:16:26.852833000,0.33238920991306725,0.49872158009452827,0.05074946784858315,0.25385402520471373,0.4306801058413081,COMPLETE
49,49,-0.19978507389439498,2020-08-22 03:49:46.426795,2020-08-22 04:07:14.437358,0 days 00:17:28.010563000,0.3856534232941369,0.3953258653035453,0.22299648754501347,0.03888685006770004,0.17507650644495465,COMPLETE
