,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_embedding_dim,params_lr,params_lr_decay_rate,params_warmup,params_weight_decay,state
0,0,-0.11767244486623318,2020-08-07 12:44:22.361632,2020-08-07 12:48:37.256592,0 days 00:04:14.894960000,512,80.0,0.00862280060956063,0.5445212287763284,65,1.6059984241389635e-06,COMPLETE
